Id,Id2,Geography,Estimate; HISPANIC OR LATINO AND RACE - Total population,Margin of Error; HISPANIC OR LATINO AND RACE - Total population,Percent; HISPANIC OR LATINO AND RACE - Total population,Percent Margin of Error; HISPANIC OR LATINO AND RACE - Total population,Estimate; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race),Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race),Percent; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race),Percent Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race),Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino,Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino,Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino,Percent Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino,Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - White alone,Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - White alone,Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - White alone,Percent Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - White alone,Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Black or African American alone,Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Black or African American alone,Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Black or African American alone,Percent Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Black or African American alone,Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - American Indian and Alaska Native alone,Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - American Indian and Alaska Native alone,Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - American Indian and Alaska Native alone,Percent Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - American Indian and Alaska Native alone,Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Asian alone,Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Asian alone,Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Asian alone,Percent Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Asian alone,Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Native Hawaiian and Other Pacific Islander alone,Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Native Hawaiian and Other Pacific Islander alone,Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Native Hawaiian and Other Pacific Islander alone,Percent Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Native Hawaiian and Other Pacific Islander alone,Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Some other race alone,Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Some other race alone,Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Some other race alone,Percent Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Some other race alone,Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Two or more races,Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Two or more races,Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Two or more races,Percent Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Two or more races
310M200US34660,34660,"Murray, KY Micro Area",38106,*****,38106,(X),954,*****,2.5,*****,37152,*****,97.5,*****,34153,85,89.6,0.2,1489,171,3.9,0.4,132,53,0.3,0.1,840,71,2.2,0.2,0,24,0,0.1,66,85,0.2,0.2,472,178,1.2,0.5
310M200US34700,34700,"Muscatine, IA Micro Area",42913,*****,42913,(X),7260,*****,16.9,*****,35653,*****,83.1,*****,33862,35,78.9,0.1,631,151,1.5,0.4,70,69,0.2,0.2,521,18,1.2,0.1,25,38,0.1,0.1,22,33,0.1,0.1,522,166,1.2,0.4
310M200US34740,34740,"Muskegon, MI Metro Area",171483,*****,171483,(X),8888,*****,5.2,*****,162595,*****,94.8,*****,131944,51,76.9,0.1,23391,507,13.6,0.3,980,212,0.6,0.1,875,161,0.5,0.1,31,27,0,0.1,48,43,0,0.1,5326,566,3.1,0.3
310M200US34780,34780,"Muskogee, OK Micro Area",70224,*****,70224,(X),4005,*****,5.7,*****,66219,*****,94.3,*****,40284,35,57.4,0.1,7710,172,11,0.2,11282,434,16.1,0.6,488,45,0.7,0.1,9,10,0,0.1,72,59,0.1,0.1,6374,423,9.1,0.6
310M200US34820,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",406656,*****,406656,(X),23259,*****,5.7,*****,383397,*****,94.3,*****,317954,436,78.2,0.1,51363,961,12.6,0.2,1468,281,0.4,0.1,4044,250,1,0.1,690,478,0.2,0.1,1018,453,0.3,0.1,6860,908,1.7,0.2
310M200US34860,34860,"Nacogdoches, TX Micro Area",65531,*****,65531,(X),12092,*****,18.5,*****,53439,*****,81.5,*****,39602,37,60.4,0.1,11776,184,18,0.3,264,101,0.4,0.2,1041,52,1.6,0.1,0,30,0,0.1,31,32,0,0.1,725,232,1.1,0.4
310M200US34900,34900,"Napa, CA Metro Area",140295,*****,140295,(X),46689,*****,33.3,*****,93606,*****,66.7,*****,76016,193,54.2,0.1,2844,166,2,0.1,270,146,0.2,0.1,10611,262,7.6,0.2,271,144,0.2,0.1,465,187,0.3,0.1,3129,350,2.2,0.2
310M200US34940,34940,"Naples-Immokalee-Marco Island, FL Metro Area",341091,*****,341091,(X),90374,*****,26.5,*****,250717,*****,73.5,*****,220021,230,64.5,0.1,22587,432,6.6,0.1,523,152,0.2,0.1,4195,318,1.2,0.1,0,31,0,0.1,472,257,0.1,0.1,2919,587,0.9,0.2
310M200US34980,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1761848,*****,1761848,(X),119586,38,6.8,0.1,1642262,38,93.2,0.1,1293239,561,73.4,0.1,267073,1433,15.2,0.1,4222,415,0.2,0.1,42076,835,2.4,0.1,894,260,0.1,0.1,2961,762,0.2,0.1,31797,1616,1.8,0.1
310M200US35020,35020,"Natchez, MS-LA Micro Area",52428,*****,52428,(X),2126,333,4.1,0.6,50302,333,95.9,0.6,23786,27,45.4,0.1,26078,369,49.7,0.7,32,32,0.1,0.1,105,71,0.2,0.1,23,25,0,0.1,0,27,0,0.1,278,149,0.5,0.3
310M200US35060,35060,"Natchitoches, LA Micro Area",39330,*****,39330,(X),815,*****,2.1,*****,38515,*****,97.9,*****,21003,28,53.4,0.1,15921,229,40.5,0.6,395,95,1,0.2,221,48,0.6,0.1,0,25,0,0.1,216,116,0.5,0.3,759,250,1.9,0.6
310M200US35100,35100,"New Bern, NC Metro Area",127598,*****,127598,(X),8106,*****,6.4,*****,119492,*****,93.6,*****,85482,91,67,0.1,27685,444,21.7,0.3,508,135,0.4,0.1,2545,253,2,0.2,199,169,0.2,0.1,163,111,0.1,0.1,2910,487,2.3,0.4
310M200US35140,35140,"Newberry, SC Micro Area",37690,*****,37690,(X),2747,*****,7.3,*****,34943,*****,92.7,*****,22675,102,60.2,0.3,11306,239,30,0.6,62,74,0.2,0.2,243,26,0.6,0.1,20,29,0.1,0.1,63,102,0.2,0.3,574,267,1.5,0.7
310M200US35220,35220,"New Castle, IN Micro Area",49146,*****,49146,(X),793,*****,1.6,*****,48353,*****,98.4,*****,46221,47,94,0.1,851,140,1.7,0.3,124,74,0.3,0.1,173,68,0.4,0.1,1,2,0,0.1,30,47,0.1,0.1,953,171,1.9,0.3
310M200US35260,35260,"New Castle, PA Micro Area",89162,*****,89162,(X),1047,*****,1.2,*****,88115,*****,98.8,*****,82297,192,92.3,0.2,3339,254,3.7,0.3,47,31,0.1,0.1,372,112,0.4,0.1,7,14,0,0.1,352,200,0.4,0.2,1701,289,1.9,0.3
310M200US35300,35300,"New Haven-Milford, CT Metro Area",862224,*****,862224,(X),141282,*****,16.4,*****,720942,*****,83.6,*****,563977,592,65.4,0.1,105051,1080,12.2,0.1,1010,257,0.1,0.1,33381,536,3.9,0.1,93,61,0,0.1,2574,606,0.3,0.1,14856,1230,1.7,0.1
310M200US35380,35380,"New Orleans-Metairie, LA Metro Area",1239697,*****,1239697,(X),103360,*****,8.3,*****,1136337,*****,91.7,*****,651299,482,52.5,0.1,425642,1118,34.3,0.1,3469,382,0.3,0.1,35359,494,2.9,0.1,426,193,0,0.1,3134,633,0.3,0.1,17008,1206,1.4,0.1
310M200US35420,35420,"New Philadelphia-Dover, OH Micro Area",92697,*****,92697,(X),2131,*****,2.3,*****,90566,*****,97.7,*****,88284,11,95.2,0.1,783,222,0.8,0.2,238,110,0.3,0.1,348,72,0.4,0.1,0,26,0,0.1,1,2,0,0.1,912,285,1,0.3
310M200US35440,35440,"Newport, OR Micro Area",46347,*****,46347,(X),3912,*****,8.4,*****,42435,*****,91.6,*****,38590,151,83.3,0.3,155,51,0.3,0.1,1372,183,3,0.4,542,78,1.2,0.2,104,60,0.2,0.1,100,149,0.2,0.3,1572,191,3.4,0.4
310M200US35460,35460,"Newport, TN Micro Area",35321,*****,35321,(X),723,*****,2,*****,34598,*****,98,*****,33088,42,93.7,0.1,547,135,1.5,0.4,75,81,0.2,0.2,0,25,0,0.1,8,13,0,0.1,0,25,0,0.1,880,172,2.5,0.5
310M200US35500,35500,"Newton, IA Micro Area",36726,*****,36726,(X),640,*****,1.7,*****,36086,*****,98.3,*****,34838,20,94.9,0.1,542,89,1.5,0.2,75,58,0.2,0.2,211,77,0.6,0.2,14,17,0,0.1,0,20,0,0.1,406,131,1.1,0.4
310M200US35580,35580,"New Ulm, MN Micro Area",25391,*****,25391,(X),951,*****,3.7,*****,24440,*****,96.3,*****,23997,14,94.5,0.1,113,27,0.4,0.1,22,16,0.1,0.1,110,39,0.4,0.2,14,19,0.1,0.1,10,14,0,0.1,174,41,0.7,0.2
310M200US35620,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",19979950,*****,19979950,(X),4705999,*****,23.6,*****,15273951,*****,76.4,*****,9573742,2667,47.9,0.1,3156427,4560,15.8,0.1,28583,1198,0.1,0.1,2075479,3739,10.4,0.1,4678,538,0,0.1,122186,4263,0.6,0.1,312856,5773,1.6,0.1
310M200US35660,35660,"Niles-Benton Harbor, MI Metro Area",155565,*****,155565,(X),7760,*****,5,*****,147805,*****,95,*****,117151,93,75.3,0.1,23146,419,14.9,0.3,488,124,0.3,0.1,2832,152,1.8,0.1,56,41,0,0.1,183,99,0.1,0.1,3949,439,2.5,0.3
310M200US35700,35700,"Nogales, AZ Micro Area",47073,*****,47073,(X),38965,*****,82.8,*****,8108,*****,17.2,*****,7359,38,15.6,0.1,112,55,0.2,0.1,42,39,0.1,0.1,466,98,1,0.2,27,33,0.1,0.1,29,32,0.1,0.1,73,49,0.2,0.1
310M200US35740,35740,"Norfolk, NE Micro Area",48376,*****,48376,(X),5310,*****,11,*****,43066,*****,89,*****,41304,27,85.4,0.1,400,168,0.8,0.3,426,42,0.9,0.1,275,175,0.6,0.4,3,4,0,0.1,14,27,0,0.1,644,119,1.3,0.2
310M200US35820,35820,"North Platte, NE Micro Area",37180,93,37180,(X),2882,14,7.8,0.1,34298,92,92.2,0.1,33149,87,89.2,0.1,289,68,0.8,0.2,80,50,0.2,0.1,183,103,0.5,0.3,14,19,0,0.1,16,20,0,0.1,567,133,1.5,0.4
310M200US35840,35840,"North Port-Sarasota-Bradenton, FL Metro Area",735767,*****,735767,(X),86878,*****,11.8,*****,648889,*****,88.2,*****,576835,558,78.4,0.1,48646,774,6.6,0.1,1236,229,0.2,0.1,11784,414,1.6,0.1,242,92,0,0.1,1193,637,0.2,0.1,8953,955,1.2,0.1
310M200US35860,35860,"North Vernon, IN Micro Area",28113,*****,28113,(X),635,*****,2.3,*****,27478,*****,97.7,*****,26837,21,95.5,0.1,401,106,1.4,0.4,22,37,0.1,0.1,65,48,0.2,0.2,0,21,0,0.1,0,21,0,0.1,153,113,0.5,0.4
310M200US35900,35900,"North Wilkesboro, NC Micro Area",68946,*****,68946,(X),3977,*****,5.8,*****,64969,*****,94.2,*****,60898,27,88.3,0.1,3082,150,4.5,0.2,155,58,0.2,0.1,219,99,0.3,0.1,0,28,0,0.1,0,28,0,0.1,615,192,0.9,0.3
310M200US35940,35940,"Norwalk, OH Micro Area",58937,*****,58937,(X),3538,*****,6,*****,55399,*****,94,*****,53564,51,90.9,0.1,650,184,1.1,0.3,67,53,0.1,0.1,150,37,0.3,0.1,0,26,0,0.1,63,50,0.1,0.1,905,197,1.5,0.3
310M200US35980,35980,"Norwich-New London, CT Metro Area",273185,*****,273185,(X),26167,*****,9.6,*****,247018,*****,90.4,*****,209685,214,76.8,0.1,14098,585,5.2,0.2,1038,216,0.4,0.1,11313,424,4.1,0.2,42,64,0,0.1,237,140,0.1,0.1,10605,804,3.9,0.3
310M200US36020,36020,"Oak Harbor, WA Micro Area",79329,*****,79329,(X),5275,*****,6.6,*****,74054,*****,93.4,*****,64147,173,80.9,0.2,2216,156,2.8,0.2,756,147,1,0.2,3669,324,4.6,0.4,381,73,0.5,0.1,244,167,0.3,0.2,2641,441,3.3,0.6
310M200US36100,36100,"Ocala, FL Metro Area",336811,*****,336811,(X),39313,*****,11.7,*****,297498,*****,88.3,*****,243982,314,72.4,0.1,41910,728,12.4,0.2,996,274,0.3,0.1,4980,284,1.5,0.1,67,60,0,0.1,436,324,0.1,0.1,5127,825,1.5,0.2
310M200US36140,36140,"Ocean City, NJ Metro Area",95805,*****,95805,(X),6733,*****,7,*****,89072,*****,93,*****,82334,22,85.9,0.1,4441,160,4.6,0.2,85,71,0.1,0.1,1100,106,1.1,0.1,28,42,0,0.1,8,10,0,0.1,1076,203,1.1,0.2
310M200US36220,36220,"Odessa, TX Metro Area",149557,*****,149557,(X),84533,*****,56.5,*****,65024,*****,43.5,*****,55290,187,37,0.1,5986,401,4,0.3,370,115,0.2,0.1,1252,161,0.8,0.1,6,16,0,0.1,177,192,0.1,0.1,1943,433,1.3,0.3
310M200US36260,36260,"Ogden-Clearfield, UT Metro Area",623323,*****,623323,(X),75581,*****,12.1,*****,547742,*****,87.9,*****,513222,178,82.3,0.1,6281,447,1,0.1,2673,271,0.4,0.1,9347,458,1.5,0.1,2420,343,0.4,0.1,457,154,0.1,0.1,13342,815,2.1,0.1
310M200US36300,36300,"Ogdensburg-Massena, NY Micro Area",112011,*****,112011,(X),2415,*****,2.2,*****,109596,*****,97.8,*****,103238,87,92.2,0.1,2342,141,2.1,0.1,939,142,0.8,0.1,1122,108,1,0.1,84,58,0.1,0.1,142,100,0.1,0.1,1729,231,1.5,0.2
310M200US36340,36340,"Oil City, PA Micro Area",53906,*****,53906,(X),562,*****,1,*****,53344,*****,99,*****,51809,27,96.1,0.1,423,101,0.8,0.2,28,17,0.1,0.1,209,35,0.4,0.1,2,3,0,0.1,21,26,0,0.1,852,103,1.6,0.2
310M200US36380,36380,"Okeechobee, FL Micro Area",39255,*****,39255,(X),9799,*****,25,*****,29456,*****,75,*****,25090,15,63.9,0.1,3382,75,8.6,0.2,275,105,0.7,0.3,380,27,1,0.1,0,28,0,0.1,0,28,0,0.1,329,134,0.8,0.3
310M200US36420,36420,"Oklahoma City, OK Metro Area",1318408,*****,1318408,(X),160954,*****,12.2,*****,1157454,*****,87.8,*****,870387,457,66,0.1,131130,1459,9.9,0.1,43080,1361,3.3,0.1,39911,784,3,0.1,892,225,0.1,0.1,1216,377,0.1,0.1,70838,2183,5.4,0.2
310M200US36460,36460,"Olean, NY Micro Area",78962,*****,78962,(X),1525,*****,1.9,*****,77437,*****,98.1,*****,71985,32,91.2,0.1,1193,175,1.5,0.2,2172,130,2.8,0.2,657,60,0.8,0.1,0,27,0,0.1,41,30,0.1,0.1,1389,221,1.8,0.3
310M200US36500,36500,"Olympia-Tumwater, WA Metro Area",262723,*****,262723,(X),21174,*****,8.1,*****,241549,*****,91.9,*****,201709,171,76.8,0.1,7234,465,2.8,0.2,3603,421,1.4,0.2,15221,598,5.8,0.2,2379,176,0.9,0.1,344,163,0.1,0.1,11059,792,4.2,0.3
310M200US36540,36540,"Omaha-Council Bluffs, NE-IA Metro Area",895919,*****,895919,(X),86076,*****,9.6,*****,809843,*****,90.4,*****,695685,338,77.7,0.1,68306,792,7.6,0.1,3406,350,0.4,0.1,21186,524,2.4,0.1,436,59,0,0.1,1214,370,0.1,0.1,19610,1076,2.2,0.1
310M200US36580,36580,"Oneonta, NY Micro Area",61399,*****,61399,(X),2106,*****,3.4,*****,59293,*****,96.6,*****,56436,36,91.9,0.1,1107,105,1.8,0.2,92,36,0.1,0.1,743,89,1.2,0.1,0,27,0,0.1,71,46,0.1,0.1,844,152,1.4,0.2
310M200US36620,36620,"Ontario, OR-ID Micro Area",53251,*****,53251,(X),13682,*****,25.7,*****,39569,*****,74.3,*****,37071,38,69.6,0.1,388,106,0.7,0.2,336,114,0.6,0.2,556,103,1,0.2,19,18,0,0.1,72,67,0.1,0.1,1127,171,2.1,0.3
310M200US36660,36660,"Opelousas, LA Micro Area",83613,*****,83613,(X),1549,*****,1.9,*****,82064,*****,98.1,*****,46104,42,55.1,0.1,34148,304,40.8,0.4,60,59,0.1,0.1,328,90,0.4,0.1,0,28,0,0.1,181,142,0.2,0.2,1243,290,1.5,0.3
310M200US36700,36700,"Orangeburg, SC Micro Area",90575,*****,90575,(X),1846,*****,2,*****,88729,*****,98,*****,30444,47,33.6,0.1,55836,369,61.6,0.4,303,132,0.3,0.1,915,35,1,0.1,13,28,0,0.1,210,256,0.2,0.3,1008,328,1.1,0.4
310M200US36740,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2277816,*****,2277816,(X),624282,*****,27.4,*****,1653534,*****,72.6,*****,1149321,1502,50.5,0.1,350299,2134,15.4,0.1,3579,496,0.2,0.1,93403,1350,4.1,0.1,1175,333,0.1,0.1,11292,1685,0.5,0.1,44465,2453,2,0.1
310M200US36780,36780,"Oshkosh-Neenah, WI Metro Area",169004,*****,169004,(X),6451,*****,3.8,*****,162553,*****,96.2,*****,151662,60,89.7,0.1,3274,214,1.9,0.1,962,151,0.6,0.1,4100,270,2.4,0.2,43,30,0,0.1,76,68,0,0.1,2436,372,1.4,0.2
310M200US36820,36820,"Oskaloosa, IA Micro Area",22396,*****,22396,(X),420,*****,1.9,*****,21976,*****,98.1,*****,21131,11,94.4,0.1,301,48,1.3,0.2,17,18,0.1,0.1,254,47,1.1,0.2,8,15,0,0.1,8,11,0,0.1,257,63,1.1,0.3
310M200US36830,36830,"Othello, WA Micro Area",19081,*****,19081,(X),11728,*****,61.5,*****,7353,*****,38.5,*****,6913,19,36.2,0.2,39,33,0.2,0.2,16,16,0.1,0.1,120,57,0.6,0.3,24,31,0.1,0.2,0,19,0,0.2,241,52,1.3,0.3
310M200US36840,36840,"Ottawa, KS Micro Area",25753,*****,25753,(X),1005,*****,3.9,*****,24748,*****,96.1,*****,23478,72,91.2,0.3,303,77,1.2,0.3,107,72,0.4,0.3,63,69,0.2,0.3,0,18,0,0.1,44,44,0.2,0.2,753,139,2.9,0.5
310M200US36860,36860,"Ottawa-Peru, IL Micro Area",152516,*****,152516,(X),13016,*****,8.5,*****,139500,*****,91.5,*****,133571,14,87.6,0.1,2881,203,1.9,0.1,227,82,0.1,0.1,1030,116,0.7,0.1,4,6,0,0.1,22,22,0,0.1,1765,251,1.2,0.2
310M200US36900,36900,"Ottumwa, IA Micro Area",44057,*****,44057,(X),3604,*****,8.2,*****,40453,*****,91.8,*****,38726,71,87.9,0.2,732,110,1.7,0.2,27,18,0.1,0.1,344,37,0.8,0.1,0,20,0,0.1,83,71,0.2,0.2,541,111,1.2,0.3
310M200US36940,36940,"Owatonna, MN Micro Area",36523,*****,36523,(X),2600,*****,7.1,*****,33923,*****,92.9,*****,32087,32,87.9,0.1,905,179,2.5,0.5,35,41,0.1,0.1,319,59,0.9,0.2,0,18,0,0.1,5,7,0,0.1,572,191,1.6,0.5
310M200US36980,36980,"Owensboro, KY Metro Area",116342,*****,116342,(X),2932,*****,2.5,*****,113410,*****,97.5,*****,105256,186,90.5,0.2,4536,420,3.9,0.4,175,56,0.2,0.1,920,93,0.8,0.1,0,27,0,0.1,231,181,0.2,0.2,2292,435,2,0.4
310M200US37020,37020,"Owosso, MI Micro Area",69113,*****,69113,(X),1884,*****,2.7,*****,67229,*****,97.3,*****,65296,69,94.5,0.1,317,107,0.5,0.2,285,82,0.4,0.1,299,82,0.4,0.1,11,19,0,0.1,58,72,0.1,0.1,963,153,1.4,0.2
310M200US37060,37060,"Oxford, MS Micro Area",51169,*****,51169,(X),1188,*****,2.3,*****,49981,*****,97.7,*****,36042,6,70.4,0.1,12258,195,24,0.4,51,54,0.1,0.1,989,158,1.9,0.3,53,56,0.1,0.1,30,45,0.1,0.1,558,218,1.1,0.4
310M200US37080,37080,"Oxford, NC Micro Area",58109,*****,58109,(X),4318,*****,7.4,*****,53791,*****,92.6,*****,34045,74,58.6,0.1,17810,304,30.6,0.5,348,46,0.6,0.1,272,141,0.5,0.2,5,16,0,0.1,137,96,0.2,0.2,1174,318,2,0.5
310M200US37100,37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",840833,*****,840833,(X),349799,*****,41.6,*****,491034,*****,58.4,*****,395199,283,47,0.1,13462,516,1.6,0.1,2268,365,0.3,0.1,58242,839,6.9,0.1,1212,189,0.1,0.1,748,263,0.1,0.1,19903,969,2.4,0.1
310M200US37120,37120,"Ozark, AL Micro Area",49866,*****,49866,(X),2980,*****,6,*****,46886,*****,94,*****,34829,308,69.8,0.6,9678,155,19.4,0.3,253,76,0.5,0.2,588,91,1.2,0.2,10,14,0,0.1,266,303,0.5,0.6,1262,200,2.5,0.4
310M200US37140,37140,"Paducah, KY-IL Micro Area",98074,*****,98074,(X),2112,*****,2.2,*****,95962,*****,97.8,*****,84907,26,86.6,0.1,8236,315,8.4,0.3,243,84,0.2,0.1,740,92,0.8,0.1,46,72,0,0.1,88,85,0.1,0.1,1702,308,1.7,0.3
310M200US37220,37220,"Pahrump, NV Micro Area",42625,*****,42625,(X),6045,*****,14.2,*****,36580,*****,85.8,*****,33146,24,77.8,0.1,1079,111,2.5,0.3,747,119,1.8,0.3,610,149,1.4,0.3,103,81,0.2,0.2,4,9,0,0.1,891,200,2.1,0.5
310M200US37260,37260,"Palatka, FL Micro Area",72696,*****,72696,(X),6861,*****,9.4,*****,65835,*****,90.6,*****,52241,62,71.9,0.1,11756,192,16.2,0.3,153,87,0.2,0.1,424,83,0.6,0.1,83,66,0.1,0.1,66,74,0.1,0.1,1112,227,1.5,0.3
310M200US37300,37300,"Palestine, TX Micro Area",57915,*****,57915,(X),9749,*****,16.8,*****,48166,*****,83.2,*****,34836,5,60.2,0.1,12239,197,21.1,0.3,232,56,0.4,0.1,355,43,0.6,0.1,9,15,0,0.1,1,5,0,0.1,494,216,0.9,0.4
310M200US37340,37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",553591,*****,553591,(X),50179,*****,9.1,*****,503412,*****,90.9,*****,421151,350,76.1,0.1,54704,880,9.9,0.2,1439,361,0.3,0.1,12410,574,2.2,0.1,493,72,0.1,0.1,1287,452,0.2,0.1,11928,1170,2.2,0.2
310M200US37420,37420,"Pampa, TX Micro Area",22983,*****,22983,(X),6068,*****,26.4,*****,16915,*****,73.6,*****,15144,16,65.9,0.1,1005,63,4.4,0.3,180,64,0.8,0.3,101,48,0.4,0.2,29,43,0.1,0.2,15,16,0.1,0.1,441,103,1.9,0.4
310M200US37460,37460,"Panama City, FL Metro Area",191138,*****,191138,(X),10390,*****,5.4,*****,180748,*****,94.6,*****,148309,152,77.6,0.1,21294,514,11.1,0.3,1042,236,0.5,0.1,3821,415,2,0.2,107,81,0.1,0.1,210,138,0.1,0.1,5965,725,3.1,0.4
310M200US37500,37500,"Paragould, AR Micro Area",43382,*****,43382,(X),1122,*****,2.6,*****,42260,*****,97.4,*****,41008,27,94.5,0.1,398,190,0.9,0.4,85,66,0.2,0.2,48,50,0.1,0.1,20,38,0,0.1,0,24,0,0.1,701,202,1.6,0.5
310M200US37540,37540,"Paris, TN Micro Area",32269,*****,32269,(X),691,*****,2.1,*****,31578,*****,97.9,*****,28258,12,87.6,0.1,2771,125,8.6,0.4,86,63,0.3,0.2,68,51,0.2,0.2,0,25,0,0.1,0,25,0,0.1,395,126,1.2,0.4
